brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,warranty,Price,rating,Number of Ratings,Number of Reviews,Touchscreen_Yes,msoffice_Yes,weight_Casual,weight_Gaming,weight_ThinNlight
1,1,2,4,1,1,3,0,1,1,0,69990,2,0,0,0,0,1,0,0
4,0,8,5,1,1,3,0,4,0,1,48990,3,45,5,0,1,0,0,1
4,1,2,5,2,1,3,0,4,0,1,66999,3,17,1,0,1,0,0,1
0,2,5,4,1,1,4,0,3,0,1,149990,3,640,70,0,0,1,0,0
1,1,3,4,2,3,4,0,4,0,0,167990,2,0,0,0,0,1,0,0
5,1,2,5,1,1,3,0,4,1,0,89998,2,0,0,0,0,1,0,0
4,0,8,5,1,1,3,0,4,2,1,64990,2,8,1,0,1,0,1,0
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
6,1,2,4,1,4,0,1,0,4,0,207290,2,0,0,0,0,1,0,0
3,1,2,4,1,1,3,0,4,2,1,76300,3,6,0,0,0,1,0,0
5,1,2,3,1,1,3,0,4,2,0,59990,2,9,1,0,0,1,0,0
4,1,3,5,2,1,3,0,4,0,1,104000,2,0,0,1,1,1,0,0
7,0,8,4,0,1,0,1,1,2,0,59990,3,1946,240,0,0,1,0,0
3,1,2,5,2,1,3,0,4,0,0,70090,3,5,1,0,0,0,0,1
4,1,1,1,0,1,0,2,4,0,0,32955,3,311,27,0,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,52990,2,0,0,0,0,0,0,1
5,0,9,5,0,1,3,0,4,0,1,60990,3,530,69,0,1,1,0,0
4,0,8,5,0,1,3,0,4,0,1,53490,3,826,118,0,1,0,0,1
4,0,10,5,0,1,4,0,4,4,1,141990,2,0,0,0,1,1,0,0
1,0,8,5,1,1,3,0,4,0,1,58990,3,324,34,0,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,67990,3,9,0,0,1,0,0,1
4,0,8,5,1,1,3,0,4,0,1,57999,3,86,15,0,1,0,0,1
4,1,2,4,1,4,0,1,0,2,0,102551,2,0,0,0,0,1,0,0
3,1,2,5,1,1,3,0,4,0,0,71890,3,3,0,1,0,1,0,0
1,1,1,5,1,1,3,0,4,0,1,42990,3,40,7,0,0,1,0,0
1,0,10,5,2,1,4,0,4,2,0,114990,3,28,4,0,0,1,0,0
1,1,3,4,2,3,4,0,4,1,1,124990,3,17,1,0,1,1,0,0
1,1,3,2,2,0,3,0,4,0,1,99990,3,30,7,0,0,0,0,1
4,1,2,5,1,1,3,0,4,0,1,72500,3,40,3,0,1,0,0,1
3,1,1,4,0,1,2,2,4,0,1,44290,2,0,0,0,1,0,0,1
6,0,8,5,0,1,2,0,4,0,1,49990,2,0,0,0,0,1,0,0
1,1,2,4,1,1,4,0,4,2,0,82990,3,844,118,0,0,1,0,0
1,1,0,5,0,4,0,1,1,0,0,24990,3,502,93,0,0,1,0,0
4,1,1,5,0,1,2,0,4,0,1,44376,3,1090,96,0,1,0,0,1
1,0,10,5,0,1,4,0,4,2,1,162990,2,0,0,0,0,1,0,0
4,1,3,4,2,1,3,0,4,0,1,162990,2,3,1,1,0,1,0,0
6,1,2,4,1,1,3,0,4,0,0,56541,3,677,87,0,0,1,0,0
1,1,1,5,0,1,2,0,1,0,0,41990,2,0,0,0,0,1,0,0
4,1,3,5,2,1,3,0,1,0,0,119599,2,0,0,0,0,1,0,0
1,1,0,5,0,4,0,1,4,0,0,18990,2,197,25,0,0,1,0,0
5,1,2,4,1,1,3,0,4,2,1,66490,3,282,36,0,1,1,0,0
3,1,3,4,2,1,3,0,4,0,1,109190,2,0,0,1,1,1,0,0
3,1,2,5,1,1,3,0,4,0,0,71990,3,7,1,1,0,1,0,0
4,1,1,5,1,1,3,0,4,0,1,42990,3,681,59,0,1,0,0,1
1,0,9,5,0,1,4,0,4,0,1,76990,2,0,0,0,1,1,0,0
1,1,1,5,0,1,3,0,4,0,1,51649,2,0,0,0,1,1,0,0
1,1,1,4,0,1,3,0,4,0,1,40990,3,4008,519,0,0,1,0,0
5,0,8,5,1,1,3,0,4,2,0,59490,3,92,10,0,0,0,1,0
5,1,2,5,1,1,3,0,4,0,2,68990,3,44,8,1,1,1,0,0
5,1,2,5,2,1,3,0,4,0,0,64990,2,0,0,0,0,0,0,1
1,1,1,4,0,1,0,2,4,0,0,34649,1,3,0,0,0,1,0,0
1,0,10,5,0,1,4,0,4,0,1,130500,2,0,0,0,0,1,0,0
6,1,3,5,2,1,4,0,4,4,3,129990,3,14,3,0,0,1,0,0
1,0,8,5,0,1,3,0,4,0,1,80990,2,0,0,0,0,1,0,0
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
1,1,2,5,2,1,3,0,4,0,0,59990,2,3,0,0,0,0,0,1
3,0,7,5,1,1,2,0,4,0,1,39990,3,7,0,0,0,0,0,1
4,1,1,5,0,1,3,0,4,0,1,69267,2,0,0,1,1,1,0,0
1,1,2,5,1,1,3,0,4,2,0,71990,3,91,17,0,0,0,1,0
1,1,3,5,2,1,2,2,1,0,0,82500,2,0,0,0,0,0,0,1
6,1,2,4,1,4,0,1,0,3,0,291190,3,7,3,0,0,1,0,0
7,1,2,5,1,1,2,2,4,0,1,56990,3,27,2,0,0,0,0,1
1,1,2,5,2,1,3,0,4,0,1,58990,2,0,0,1,1,1,0,0
5,1,2,5,1,1,3,0,4,0,1,64990,3,125,11,0,1,1,0,0
3,0,7,5,1,1,0,2,4,0,0,39990,2,18,4,0,0,0,0,1
4,1,1,5,0,1,0,2,4,0,1,39990,2,324,45,0,1,0,0,1
7,0,8,5,0,1,3,0,4,0,1,49990,3,47,6,0,0,1,0,0
1,1,3,5,2,5,3,0,4,0,0,109990,2,0,0,1,0,0,0,1
1,0,9,5,0,2,3,0,4,2,0,106990,2,0,0,0,0,1,0,0
1,0,9,5,0,1,3,0,1,2,0,79990,2,0,0,0,0,1,0,0
4,1,2,5,1,5,3,0,4,0,1,129999,2,0,0,1,0,1,0,0
3,1,2,5,2,1,3,0,4,0,1,89390,2,0,0,1,1,1,0,0
7,1,3,4,2,1,2,2,4,3,1,119990,3,2038,313,0,0,1,0,0
3,1,2,5,1,5,3,0,4,0,1,114990,2,0,0,0,1,0,0,1
0,1,2,2,1,0,3,0,3,0,1,172090,3,108,13,0,0,1,0,0
5,1,2,4,1,1,2,2,4,2,0,74590,3,898,128,0,0,0,1,0
5,1,1,4,1,1,2,0,4,0,3,39999,4,4,0,0,1,1,0,0
1,1,2,5,1,5,3,0,4,0,0,84990,2,0,0,0,0,0,0,1
3,1,2,5,1,1,3,0,4,1,0,71290,2,0,0,0,0,1,0,0
4,1,3,4,2,1,4,0,4,3,1,144690,3,17,4,0,1,1,0,0
1,1,2,4,1,1,3,0,4,2,1,63990,2,0,0,0,0,0,1,0
5,1,0,5,0,4,0,1,1,0,0,24990,1,70,16,0,0,1,0,0
5,0,8,4,1,1,3,0,2,0,0,57490,3,18,4,0,0,0,0,1
1,0,8,5,2,1,3,0,4,0,0,56990,3,4,1,0,0,1,0,0
1,1,1,5,1,1,3,0,4,0,1,42990,3,74,11,0,0,1,0,0
3,1,1,5,0,1,2,0,4,0,0,44427,2,0,0,0,0,0,0,1
1,0,10,5,0,1,4,0,4,2,0,116990,2,0,0,0,0,1,0,0
5,1,3,5,2,1,3,0,1,0,0,110999,2,0,0,0,0,1,0,0
4,1,1,5,1,1,3,0,4,0,1,54990,3,35,3,0,1,1,0,0
1,0,10,5,2,1,4,0,4,3,1,129990,3,204,35,0,1,1,0,0
1,0,8,5,0,1,2,2,4,0,1,75100,2,0,0,0,1,0,0,1
1,1,3,4,2,5,0,1,0,3,0,146490,2,2,1,0,0,1,0,0
3,1,2,5,1,1,2,2,4,1,0,66490,2,6,1,0,0,1,0,0
3,1,1,4,0,1,2,2,4,0,1,44690,3,9,0,0,0,1,0,0
3,1,2,5,1,1,3,0,4,1,1,66490,3,199,17,0,1,0,0,1
1,1,2,5,1,1,2,2,1,0,1,50990,3,1188,127,0,1,1,0,0
5,1,3,5,2,1,3,0,4,2,1,99990,3,11,3,0,1,1,0,0
7,0,9,5,2,1,2,2,4,3,1,89990,3,272,36,0,0,1,0,0
4,1,1,4,0,1,0,2,4,0,1,36490,2,1146,175,0,1,0,0,1
4,1,1,5,0,1,3,0,4,0,1,48900,3,1278,135,0,1,0,0,1
3,0,7,5,1,1,3,0,4,0,0,42090,2,3,0,0,0,0,0,1
4,0,8,5,0,1,3,0,4,0,1,52500,3,741,67,0,1,0,0,1
3,1,1,5,0,1,2,2,4,0,1,48999,2,0,0,0,0,1,0,0
5,0,7,5,0,1,0,2,4,0,0,34990,2,38,6,0,0,1,0,0
3,1,1,5,1,1,2,0,4,0,0,41990,3,216,21,0,0,0,0,1
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
1,0,10,5,0,1,4,0,4,3,0,141990,3,61,13,0,0,1,0,0
7,0,8,5,1,1,3,0,4,0,1,43990,2,0,0,0,0,1,0,0
6,1,2,4,1,1,3,0,4,0,1,54990,3,714,147,0,0,1,0,0
5,1,2,4,1,1,3,0,4,2,0,69899,3,474,37,0,0,0,1,0
7,0,9,5,0,1,3,0,4,0,1,59990,2,0,0,0,0,0,0,1
3,1,1,4,0,1,0,2,1,0,0,40890,3,527,46,0,0,1,0,0
6,1,2,2,1,2,3,0,1,3,0,149990,3,10,3,0,0,1,0,0
3,1,1,4,0,1,0,2,4,0,1,39990,2,15,1,0,0,0,0,1
2,1,2,2,1,1,3,0,4,0,0,73063,2,17,3,0,0,0,0,1
1,1,2,5,2,1,3,0,4,0,1,59990,2,0,0,0,0,1,0,0
1,1,2,4,1,1,3,0,4,2,1,64990,3,4,0,0,0,0,1,0
5,1,0,5,0,1,2,0,4,0,0,31799,2,0,0,0,0,0,0,1
3,1,1,5,1,1,2,2,4,0,0,45490,3,207,16,0,0,1,0,0
5,0,8,5,1,1,3,0,4,0,1,48990,3,219,27,0,0,0,0,1
6,1,2,4,1,1,3,0,4,0,1,56490,3,814,112,0,0,1,0,0
3,1,2,5,1,1,3,0,4,1,1,79590,2,0,0,1,0,1,0,0
5,0,9,5,0,1,3,0,4,2,1,106990,2,0,0,0,0,1,0,0
2,1,0,5,0,1,0,1,4,0,0,17490,2,1120,196,0,0,1,0,0
0,1,2,4,2,5,4,0,3,0,1,179990,3,31,3,0,0,1,0,0
0,1,2,4,2,5,4,0,3,0,1,179990,3,91,5,0,0,1,0,0
1,1,2,5,1,1,3,0,4,0,1,53400,3,46,6,0,1,1,0,0
3,1,2,4,1,1,3,0,4,2,1,79990,2,0,0,0,0,1,0,0
5,1,1,4,1,1,2,0,1,0,3,37990,3,2080,235,0,1,0,0,1
1,1,6,5,0,1,1,0,1,0,0,58100,2,0,0,1,0,1,0,0
1,1,1,4,0,1,0,2,4,0,0,33990,2,31,6,0,0,0,0,1
5,1,1,5,1,1,2,0,4,0,1,39990,3,543,65,0,0,0,0,1
3,1,1,5,0,1,2,2,4,0,1,42990,3,62,7,0,1,0,0,1
3,1,2,5,2,1,3,0,4,0,0,67990,3,93,9,0,0,0,0,1
3,1,2,5,1,1,3,0,4,1,1,65990,3,10,0,0,0,1,0,0
4,0,8,5,1,1,3,0,1,0,0,48990,3,17,1,0,0,1,0,0
7,1,2,5,1,1,0,2,4,0,0,49990,2,0,0,0,0,1,0,0
1,0,9,5,0,2,4,0,1,2,1,114990,2,0,0,0,0,1,0,0
3,1,2,5,2,1,3,0,4,1,1,89702,2,0,0,0,1,1,0,0
1,1,2,5,1,1,2,2,4,0,1,68900,4,6,1,0,1,1,0,0
3,0,8,5,1,1,2,0,4,0,1,41990,3,939,107,0,1,1,0,0
4,1,1,4,0,1,0,2,4,0,1,40750,3,1096,116,0,1,0,0,1
3,1,1,4,0,1,3,0,4,0,0,41790,2,0,0,0,0,1,0,0
3,1,2,5,1,1,2,2,4,1,1,62490,2,157,20,0,0,1,0,0
7,1,3,5,2,1,3,2,1,3,1,119990,3,342,54,0,0,1,0,0
3,1,2,5,1,1,3,0,4,0,1,70799,3,98,6,1,1,1,0,0
1,1,2,4,1,1,0,2,4,0,0,61249,2,0,0,0,0,1,0,0
4,1,2,5,1,1,3,0,4,0,0,57990,3,1541,123,0,0,0,0,1
5,1,1,5,1,1,3,0,4,0,3,42990,3,984,99,0,1,0,0,1
3,1,3,5,2,5,3,0,4,0,1,135300,4,5,2,0,1,0,0,1
3,1,1,5,1,1,2,2,4,0,0,44490,3,844,103,0,0,1,0,0
1,1,2,5,1,4,3,0,4,0,0,84990,2,0,0,0,0,0,0,1
4,1,3,5,2,1,3,0,4,0,1,102990,3,11,2,1,1,1,0,0
4,1,1,5,0,1,2,0,4,0,1,44900,3,1029,107,0,1,0,0,1
1,0,9,5,2,5,4,0,4,0,0,112990,2,0,0,1,0,1,0,0
5,1,2,5,1,1,3,0,4,0,3,51990,3,85,4,0,1,0,0,1
4,0,8,5,0,1,3,0,4,0,1,84208,2,0,0,0,1,1,0,0
3,1,2,5,1,1,3,0,4,0,1,61290,2,4,1,0,0,0,0,1
5,1,0,5,0,1,2,0,4,0,0,31999,3,286,19,0,0,0,0,1
5,1,1,5,0,1,3,0,4,0,1,57999,2,10,2,1,1,1,0,0
4,1,2,5,1,5,3,0,4,0,0,111999,2,0,0,1,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,53990,3,61,2,0,1,0,0,1
4,1,3,5,2,5,4,0,4,0,1,149999,2,0,0,1,0,1,0,0
3,1,2,5,1,1,2,2,4,0,1,61990,2,0,0,0,1,0,0,1
0,2,5,4,2,1,3,0,3,0,1,184990,3,42,8,0,0,1,0,0
3,1,2,4,1,1,2,2,4,2,0,77900,3,179,34,0,0,1,0,0
1,0,9,5,2,5,4,0,4,0,1,84970,2,2,1,0,1,0,0,1
4,1,0,5,0,1,0,1,4,0,0,26470,2,232,23,0,0,1,0,0
4,1,1,4,0,1,3,0,1,0,0,38799,3,30,1,0,0,1,0,0
3,1,3,5,2,1,3,0,4,2,1,99990,2,0,0,0,0,1,0,0
5,0,8,5,0,5,4,0,4,0,2,81978,2,0,0,1,1,0,0,1
5,1,3,4,2,1,3,0,4,0,2,174527,2,0,0,0,0,0,0,1
5,1,1,4,1,1,3,0,4,0,1,38990,2,13,1,0,0,0,0,1
1,1,1,4,0,1,2,2,4,0,0,40990,2,0,0,0,0,1,0,0
6,1,2,5,1,1,3,0,4,2,3,74990,2,0,0,0,0,1,0,0
4,0,9,5,2,1,3,0,4,2,1,84990,1,4,2,0,1,0,1,0
6,1,2,4,1,4,0,1,0,3,0,109990,3,78,16,0,0,1,0,0
0,2,5,4,1,1,2,0,3,0,1,85990,3,6725,629,0,0,1,0,0
7,1,3,4,2,1,5,0,4,4,1,159990,2,4,0,0,0,1,0,0
3,0,8,5,1,1,2,0,4,0,1,41990,3,649,84,0,1,1,0,0
5,1,3,4,2,1,3,0,4,0,0,162299,2,0,0,0,0,0,0,1
1,0,10,5,0,1,4,0,4,0,1,129990,2,0,0,0,0,1,0,0
1,1,1,5,1,1,2,0,4,0,1,45990,3,816,147,0,0,1,0,0
1,0,9,5,0,1,4,0,4,0,1,111000,2,0,0,0,0,1,0,0
3,1,1,5,1,1,0,2,4,0,1,37990,2,265,46,0,1,0,0,1
0,2,5,4,2,1,4,0,3,0,1,243990,3,42,8,0,0,1,0,0
3,1,1,4,1,1,2,2,4,0,1,41490,4,7,5,0,1,0,0,1
4,1,2,5,1,1,2,0,4,0,1,65390,2,0,0,0,0,1,0,0
6,1,3,5,2,1,3,0,4,2,3,94990,2,0,0,0,0,1,0,0
3,1,1,5,1,1,2,0,4,0,1,49990,3,24,5,1,0,1,0,0
1,0,10,5,2,1,4,0,1,0,1,154990,3,194,42,0,0,1,0,0
6,1,3,5,2,1,3,0,4,0,0,64990,3,33,5,0,0,1,0,0
1,1,3,4,2,3,5,0,4,0,0,233990,2,0,0,0,0,1,0,0
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
1,1,2,5,1,1,3,0,1,3,1,84990,4,5,0,0,0,1,0,0
6,1,4,5,2,1,4,0,4,3,0,192990,2,0,0,0,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,65990,3,17,4,0,1,1,0,0
1,1,1,5,0,1,2,0,1,0,1,35990,3,1479,181,0,1,1,0,0
7,0,8,5,0,1,3,0,4,0,1,75999,2,0,0,0,0,0,0,1
4,1,2,2,1,1,0,2,4,0,1,46790,3,3062,325,0,0,1,0,0
3,1,2,5,1,1,3,0,4,1,1,82990,3,21,2,1,1,1,0,0
1,1,2,4,1,1,3,0,4,0,1,47990,3,35,2,0,0,1,0,0
1,1,1,5,1,1,2,0,4,0,1,45990,3,816,147,0,0,1,0,0
4,0,9,5,2,1,2,2,4,2,1,75990,3,1084,123,0,1,0,1,0
3,1,2,5,1,1,3,0,4,1,1,70980,3,138,23,0,1,1,0,0
3,1,2,5,1,1,2,2,4,1,0,67490,2,41,5,0,0,1,0,0
7,0,9,5,2,1,2,2,4,2,0,81990,3,141,24,0,0,1,0,0
1,0,10,5,0,5,4,0,4,2,1,234990,2,0,0,1,1,1,0,0
4,0,7,5,1,1,2,0,4,0,1,37990,3,2214,241,0,0,0,0,1
5,1,0,5,0,4,0,1,1,0,0,16990,2,414,54,0,0,1,0,0
3,0,9,5,2,1,3,0,4,2,1,93990,2,0,0,0,0,1,0,0
6,0,8,5,0,1,3,0,4,0,0,54990,3,1410,203,0,0,1,0,0
5,1,3,5,2,1,3,0,1,0,0,88488,2,0,0,1,0,1,0,0
1,0,10,5,2,1,4,0,4,3,1,135990,2,0,0,0,0,1,0,0
7,0,9,5,0,1,4,0,4,2,1,99990,2,0,0,0,0,1,0,0
5,0,9,5,0,1,3,2,1,0,0,80490,2,0,0,0,0,1,0,0
3,1,1,5,1,1,0,2,1,0,0,42900,2,0,0,0,0,1,0,0
7,1,4,5,2,1,4,0,4,3,1,139990,2,0,0,0,0,1,0,0
3,1,1,4,0,1,0,2,4,0,1,43400,3,231,26,0,1,1,0,0
1,1,3,4,2,1,2,2,4,2,0,66990,3,25,4,0,0,0,1,0
7,1,4,5,3,1,4,0,4,4,1,169990,2,0,0,0,0,1,0,0
7,1,6,5,0,1,2,0,4,0,1,30990,3,465,89,0,0,1,0,0
3,1,1,4,1,1,3,0,4,0,1,45490,3,43,4,0,0,0,0,1
7,1,2,5,1,1,3,0,4,0,1,52990,3,155,20,0,0,0,0,1
3,0,8,5,1,1,2,0,4,0,1,44490,3,8,2,0,1,0,0,1
5,1,1,5,1,1,3,0,4,0,1,54990,3,245,34,1,0,0,0,1
6,1,2,4,1,1,0,2,4,2,3,52990,3,1114,137,0,0,1,0,0
7,1,2,2,1,1,0,2,4,1,1,59999,3,118,28,0,1,1,0,0
1,1,1,4,0,1,3,0,4,0,1,40990,3,4008,519,0,0,1,0,0
5,1,1,5,0,1,2,0,4,0,1,38990,3,106,13,0,1,0,0,1
1,1,1,4,0,1,0,2,1,0,0,33990,2,43,7,0,0,0,0,1
5,1,2,5,1,1,3,0,1,1,1,84086,2,8,3,0,1,1,0,0
1,0,9,5,1,5,4,0,4,2,0,72990,3,198,24,0,0,1,0,0
7,1,2,1,1,0,2,0,4,0,1,86867,3,39,3,0,1,0,0,1
3,0,8,5,1,1,3,0,4,0,1,49990,3,47,7,0,1,0,0,1
1,1,6,5,0,1,0,2,4,0,1,25990,2,2736,350,0,0,1,0,0
5,1,2,4,0,1,0,2,1,0,0,49999,2,0,0,0,0,1,0,0
4,0,8,5,1,1,3,0,4,2,1,57990,3,4740,532,0,0,1,0,0
3,1,1,5,1,1,2,0,4,0,1,41990,2,10,5,0,1,0,0,1
1,1,2,5,1,1,2,2,4,1,1,60190,3,33,4,0,1,1,0,0
1,1,2,3,1,1,3,0,4,2,1,54990,3,1681,227,0,1,0,1,0
6,1,2,5,1,1,3,0,4,0,1,55490,3,138,16,0,0,1,0,0
