brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,graphic_card_gb,warranty,Price,rating,Number of Ratings,Number of Reviews,Touchscreen_Yes,msoffice_Yes,weight_Casual,weight_Gaming,weight_ThinNlight
0,2,5,4,3,1,4,0,3,0,1,309990,4,3,1,0,0,1,0,0
5,1,3,5,2,4,4,0,4,0,1,85990,2,7,2,0,1,1,0,0
1,1,4,5,2,1,6,0,1,3,1,441990,4,1,1,0,0,1,0,0
0,2,5,4,1,1,2,0,3,0,1,112990,3,640,70,0,0,1,0,0
4,1,2,5,1,1,3,0,4,0,1,63990,3,17,1,0,1,0,0,1
3,1,2,4,1,5,3,0,4,0,1,111890,2,0,0,0,1,0,0,1
5,1,2,4,1,1,3,1,4,0,2,155411,2,0,0,1,0,0,0,1
1,1,1,4,0,1,0,2,4,0,1,38990,3,1850,216,0,1,0,0,1
4,0,7,5,1,1,0,2,4,0,1,39490,3,7291,895,0,1,0,0,1
1,0,8,5,1,1,2,2,4,0,1,54990,3,18,3,0,0,1,0,0
5,1,3,5,2,1,4,0,4,3,0,151098,3,7,0,0,0,1,0,0
5,1,3,4,1,1,3,0,4,2,1,68990,3,44,2,0,1,0,1,0
4,1,1,5,0,1,0,2,4,0,1,39790,2,40,3,0,0,0,0,1
3,1,1,5,0,1,0,2,1,0,0,43970,2,16,0,0,0,1,0,0
0,2,5,4,2,1,2,0,3,0,1,132990,3,640,70,0,0,1,0,0
3,0,9,5,0,1,3,0,4,3,0,89990,3,191,27,0,0,1,0,0
0,2,5,4,1,1,3,0,3,0,1,104990,3,6725,629,0,0,1,0,0
4,1,2,5,1,1,3,0,1,2,0,82000,2,0,0,0,0,1,0,0
3,1,2,5,1,1,2,2,4,0,1,58990,3,8,1,0,1,0,0,1
7,1,2,2,1,1,3,0,4,2,1,99500,2,0,0,0,0,1,0,0
3,1,1,5,0,1,2,2,4,0,1,39990,2,170,11,0,1,0,0,1
4,1,1,5,0,1,3,0,1,0,1,50990,2,0,0,0,0,0,0,1
5,0,8,5,1,1,2,2,4,0,1,63990,3,861,116,0,1,0,1,0
5,1,1,4,0,1,0,2,4,0,1,36990,2,103,10,0,0,0,0,1
1,0,9,5,0,2,4,0,4,2,0,112990,2,0,0,0,0,1,0,0
7,1,2,5,1,4,0,1,1,0,1,119990,3,1,1,0,0,1,0,0
5,1,2,5,2,1,3,0,4,0,1,64990,3,46,4,0,1,1,0,0
3,1,2,5,1,1,3,0,4,0,1,55490,3,337,27,0,1,0,0,1
4,1,2,5,2,1,3,0,4,2,1,100990,2,0,0,0,1,1,0,0
1,1,1,4,0,1,3,0,4,0,1,41490,3,4008,519,0,0,1,0,0
3,1,1,4,0,1,2,2,4,0,1,41390,3,56,7,0,1,0,0,1
4,1,2,4,1,4,0,1,0,0,0,55990,3,818,109,0,0,0,0,1
4,1,2,1,0,1,0,2,4,0,1,44599,3,122,12,0,0,1,0,0
1,1,2,5,2,1,3,0,4,0,1,59990,3,11,2,0,0,1,0,0
5,1,2,4,1,1,3,1,4,0,2,125394,2,0,0,1,0,0,0,1
5,0,9,5,2,1,3,0,4,2,1,99990,3,26,1,0,1,1,0,0
4,1,1,5,1,1,3,0,4,0,1,55490,3,143,15,1,1,1,0,0
1,1,2,4,1,1,3,0,4,2,0,75990,3,1365,137,0,0,1,0,0
4,0,7,5,0,1,3,0,4,0,1,44490,3,267,42,0,1,0,0,1
3,0,7,5,0,1,0,2,4,0,1,39990,3,409,39,0,1,1,0,0
1,0,9,5,0,1,3,0,4,0,1,92990,3,25,4,0,0,1,0,0
1,1,2,4,1,1,3,0,4,2,1,57990,3,3712,412,0,0,0,1,0
1,0,9,5,0,1,3,0,4,0,1,56990,2,0,0,0,1,1,0,0
1,1,6,5,1,5,2,0,4,0,1,62990,2,0,0,1,0,1,0,0
5,0,9,5,0,1,3,0,4,2,1,84988,2,0,0,0,1,1,0,0
4,0,8,5,2,1,3,0,4,0,1,98020,2,0,0,1,1,1,0,0
1,1,6,5,0,1,0,2,4,0,1,25990,2,4741,658,0,0,1,0,0
1,1,2,4,1,3,3,0,4,0,0,132790,2,0,0,0,0,1,0,0
1,0,10,5,2,1,4,0,4,4,1,199990,3,9,2,0,1,1,0,0
3,1,3,2,2,0,3,0,4,0,1,121890,0,3,0,0,1,0,0,1
3,1,2,5,2,1,3,0,4,1,1,69490,2,0,0,0,1,1,0,0
6,0,8,5,1,1,3,0,4,2,0,64990,3,469,80,0,0,1,0,0
7,1,2,4,1,1,0,2,4,1,1,56491,2,30,6,0,0,1,0,0
6,1,3,4,1,1,3,0,4,0,0,57990,3,15,0,0,0,0,0,1
1,1,1,5,1,1,3,0,4,0,1,44990,2,0,0,0,1,0,0,1
6,1,2,5,2,1,3,0,4,2,3,76990,3,75,17,0,0,1,0,0
1,0,8,5,0,1,3,0,4,0,1,49990,3,14,2,0,1,0,0,1
0,2,5,4,1,1,3,0,3,0,1,125990,3,399,45,0,0,1,0,0
3,1,2,4,1,1,3,0,4,1,1,82990,2,15,3,0,1,1,0,0
1,1,2,5,2,1,3,0,4,3,1,89990,3,124,17,0,1,0,1,0
3,0,7,5,0,1,3,0,4,0,0,40590,2,0,0,0,0,0,0,1
5,1,2,5,1,1,3,0,1,1,1,70990,3,11,3,0,1,1,0,0
1,1,2,5,1,1,4,0,4,2,1,87990,2,0,0,0,0,1,0,0
4,0,8,5,0,1,2,2,4,0,1,52990,3,698,74,0,0,0,0,1
3,1,2,5,1,1,3,0,4,0,1,73990,3,195,17,1,1,1,0,0
1,1,2,4,1,1,3,0,4,0,1,47990,3,1625,152,0,1,0,0,1
1,1,6,5,0,1,2,0,4,0,1,33990,3,6,0,0,1,0,0,1
1,1,6,5,0,4,0,2,4,0,0,27990,2,0,0,0,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,59990,3,26,4,0,1,1,0,0
4,1,2,5,1,1,3,0,1,0,0,94000,2,0,0,0,0,1,0,0
5,1,2,5,1,1,3,0,4,0,1,91999,3,16,2,0,1,1,0,0
1,1,2,5,1,5,3,0,1,0,1,63990,3,10,1,1,1,1,0,0
1,0,9,5,0,1,4,0,1,2,0,95990,3,57,3,0,0,0,1,0
3,0,8,5,0,1,3,0,4,2,1,98920,2,0,0,0,0,1,0,0
5,1,2,4,1,1,2,2,4,2,0,74999,3,268,25,0,0,0,1,0
3,1,2,5,1,1,3,0,4,1,2,71990,2,0,0,0,0,0,0,1
6,1,3,5,2,1,3,0,4,2,0,86990,2,0,0,0,0,1,0,0
3,0,7,5,1,1,2,0,4,0,0,36990,3,137,15,0,0,0,0,1
1,0,10,5,0,5,4,0,4,2,1,124990,3,44,12,1,1,1,0,0
1,0,9,5,0,2,3,0,1,2,1,111990,2,0,0,0,0,1,0,0
1,0,9,5,1,1,3,0,4,2,0,71990,3,1810,235,0,0,1,0,0
0,2,5,4,2,1,4,0,3,0,1,225990,3,42,8,0,0,1,0,0
5,0,8,5,0,1,3,0,4,0,1,77990,2,0,0,1,1,0,0,1
7,0,7,5,1,1,3,0,4,0,1,36990,3,11,2,0,0,1,0,0
3,0,8,5,1,1,3,0,4,0,1,59490,2,0,0,0,1,0,0,1
3,1,3,5,2,1,4,0,4,1,1,93955,3,4,0,0,1,1,0,0
1,1,3,4,2,1,0,2,4,1,0,93990,2,0,0,0,0,1,0,0
4,1,1,2,0,1,2,0,4,0,1,54238,3,71,8,1,1,1,0,0
4,1,2,5,2,1,3,0,4,0,1,74490,3,10,0,0,1,0,0,1
5,1,1,4,1,1,0,2,1,0,0,38999,2,7,2,0,0,1,0,0
1,1,3,5,2,5,3,0,4,0,0,94990,2,0,0,0,0,0,0,1
5,1,1,4,1,1,2,0,4,0,0,37990,3,286,36,0,0,0,0,1
1,1,3,5,2,1,4,0,1,2,1,194990,2,0,0,0,0,1,0,0
1,1,0,5,0,4,0,1,1,0,0,20490,2,637,91,0,0,1,0,0
3,0,7,5,1,1,0,2,4,0,0,37390,3,38,5,0,0,0,0,1
1,0,8,5,0,5,3,0,4,0,0,91990,2,0,0,1,0,1,0,0
4,0,8,5,1,1,3,0,4,0,1,73999,3,206,27,1,1,1,0,0
6,0,9,5,2,1,4,0,4,4,1,99990,3,108,24,0,0,1,0,0
3,1,1,5,1,1,3,0,4,0,0,45990,3,184,29,0,0,0,0,1
5,1,3,3,2,1,4,0,4,2,0,229900,2,0,0,0,0,0,0,1
4,1,2,5,1,1,3,0,4,0,0,55999,3,5,1,0,0,0,0,1
5,1,3,4,2,1,4,0,4,4,1,234990,2,0,0,0,1,1,0,0
3,1,2,5,1,1,2,2,4,1,1,69900,2,0,0,0,0,1,0,0
6,1,3,6,2,1,4,0,4,3,0,139990,3,4,2,0,0,1,0,0
4,0,8,5,1,1,3,0,4,0,1,51890,3,519,48,0,1,0,0,1
5,1,2,5,1,1,2,0,4,0,3,49490,3,365,35,0,1,1,0,0
1,1,2,5,1,1,3,0,4,2,1,76990,2,0,0,0,0,1,0,0
4,1,2,5,2,1,3,0,4,1,1,78000,3,512,85,0,0,1,0,0
3,0,8,5,0,1,3,0,4,0,1,60990,3,183,42,0,1,0,0,1
5,1,2,5,1,1,3,0,4,0,3,52990,3,300,24,0,1,1,0,0
1,1,0,5,0,1,0,1,4,0,0,26990,2,0,0,0,0,1,0,0
3,0,7,5,1,1,2,0,4,0,0,40590,2,0,0,0,0,0,0,1
1,0,8,5,0,1,2,2,4,0,1,62990,3,165,34,0,1,1,0,0
0,2,5,4,2,1,3,0,3,0,1,128990,3,45,4,0,0,1,0,0
1,1,3,4,2,1,4,0,4,3,1,224990,3,9,0,1,0,1,0,0
3,0,8,5,1,1,3,0,4,0,1,59490,3,74,18,0,0,0,0,1
1,1,1,4,0,1,3,0,4,0,1,39990,3,2551,297,0,1,0,0,1
4,1,3,5,2,1,4,0,4,3,1,136990,2,0,0,0,1,1,0,0
1,1,2,4,1,1,4,0,4,2,1,77990,3,187,26,0,0,1,0,0
4,1,3,5,2,1,3,0,4,2,1,90190,3,6,1,0,1,0,1,0
3,1,1,5,1,1,2,0,4,0,1,42990,3,17,2,0,0,0,0,1
1,1,1,5,1,1,2,0,4,0,1,37990,3,284,39,0,0,0,0,1
3,1,2,4,1,4,0,1,0,2,1,68090,0,23,4,0,0,1,0,0
3,1,1,4,1,1,0,2,4,0,1,39490,3,1917,189,0,1,0,0,1
1,1,1,4,1,1,2,0,4,0,0,33980,3,67,3,0,0,0,0,1
1,0,8,5,1,1,2,2,4,0,1,54990,3,49,6,0,0,1,0,0
5,1,2,4,1,1,3,0,1,0,3,48490,3,126,13,0,1,0,0,1
5,1,3,5,2,1,3,0,4,0,1,85990,3,77,10,1,1,1,0,0
6,1,2,5,1,5,3,0,4,0,1,79990,3,11,4,0,0,1,0,0
3,1,2,5,1,1,3,0,4,0,1,69490,3,72,7,0,1,0,0,1
3,1,2,5,1,1,0,2,4,0,1,48990,2,470,46,0,1,0,0,1
7,0,8,5,1,5,3,0,4,0,1,53990,3,7,0,0,0,0,0,1
2,1,2,1,1,1,3,0,4,0,0,65556,2,0,0,0,0,0,0,1
1,1,4,5,2,1,4,0,4,3,1,139990,2,0,0,0,0,0,1,0
3,1,3,5,2,1,3,0,4,2,1,99990,2,0,0,0,0,1,0,0
5,1,1,4,1,1,0,2,1,0,0,38990,2,0,0,0,0,1,0,0
5,1,1,4,0,1,2,0,1,0,0,40990,2,3,0,0,0,1,0,0
3,1,2,5,1,1,2,2,4,0,1,58990,3,114,9,0,1,1,0,0
4,0,7,5,1,1,3,0,4,0,1,41490,3,153,21,0,1,0,0,1
3,1,1,5,1,1,3,0,4,0,0,45930,2,0,0,0,0,0,0,1
1,0,10,5,2,5,4,0,4,2,1,114990,3,32,6,1,1,1,0,0
6,1,3,4,2,1,3,0,4,1,1,104990,3,85,9,0,0,1,0,0
7,1,0,5,0,1,0,1,1,0,0,23990,2,61,4,0,0,1,0,0
1,1,1,5,0,1,2,0,4,0,0,35990,2,0,0,0,0,1,0,0
1,1,1,4,0,1,0,2,4,0,0,38000,3,7,0,0,0,1,0,0
3,1,1,4,0,1,2,0,4,0,1,36990,3,1178,137,0,1,0,0,1
5,1,3,5,1,1,3,0,4,2,0,79990,3,5,2,0,0,0,1,0
1,1,2,2,1,1,3,0,4,0,0,85990,2,0,0,0,0,0,0,1
3,1,1,4,1,1,2,2,4,0,0,46390,1,95,5,0,0,0,0,1
4,1,2,5,1,1,3,0,4,0,1,53990,3,206,17,0,0,0,0,1
1,1,1,5,1,1,2,0,4,0,1,38490,2,19,3,0,0,1,0,0
1,1,2,5,1,5,3,0,4,0,1,73990,3,32,6,1,1,1,0,0
5,0,8,5,0,1,3,0,1,0,1,59900,2,3,0,0,0,1,0,0
4,0,8,5,2,1,3,0,4,0,1,59999,3,19,1,0,1,0,0,1
1,1,2,5,1,1,3,0,4,0,1,84990,3,10,2,1,1,1,0,0
1,0,8,5,0,1,3,0,4,0,1,58990,3,88,13,0,0,1,0,0
6,1,2,5,1,1,3,0,4,0,0,55490,2,8,1,0,0,0,0,1
3,0,8,5,0,1,4,0,1,0,0,57900,3,3,1,0,0,1,0,0
5,1,2,5,1,1,2,2,4,1,1,65990,3,241,19,0,1,1,0,0
3,1,2,5,0,1,2,2,4,0,1,55790,3,41,4,0,1,0,0,1
1,0,10,5,0,1,4,0,4,2,1,149990,2,0,0,0,0,1,0,0
1,1,2,5,1,5,3,0,4,0,0,74990,2,0,0,0,0,0,0,1
3,1,2,4,1,4,0,1,0,0,1,139990,2,0,0,0,0,0,0,1
7,1,1,5,0,1,0,2,1,0,0,36999,2,0,0,0,0,1,0,0
4,1,3,5,2,1,4,0,4,4,1,171990,2,0,0,0,1,1,0,0
3,0,8,5,1,1,2,2,4,0,0,49490,3,31,3,0,0,1,0,0
5,1,2,2,1,1,3,0,4,0,1,74990,2,3,1,0,1,0,0,1
4,0,8,5,0,1,3,0,1,2,0,68100,2,0,0,0,0,1,0,0
3,1,2,2,1,1,0,3,4,1,1,62317,3,377,53,0,1,1,0,0
4,1,1,5,1,1,3,0,4,0,1,41250,3,117,11,0,0,1,0,0
1,1,3,4,2,3,4,0,4,0,0,154990,4,3,0,0,0,1,0,0
3,1,2,5,2,1,3,0,4,0,0,70190,2,6,3,0,0,0,0,1
5,1,1,4,0,1,0,2,4,0,0,38999,2,65,5,0,0,1,0,0
6,0,10,5,0,1,4,0,4,0,0,146990,2,0,0,0,0,1,0,0
1,1,3,5,2,1,4,0,1,3,0,120980,2,0,0,0,0,1,0,0
5,1,1,5,0,1,2,0,4,0,0,43990,2,0,0,0,0,0,0,1
4,1,2,2,1,1,1,0,4,0,1,76012,3,129,16,0,0,0,0,1
5,1,1,5,1,1,2,0,4,0,1,38990,3,33,4,0,0,0,0,1
1,1,3,5,2,1,3,0,4,1,1,78990,3,35,4,0,1,1,0,0
1,1,2,4,1,1,0,2,4,0,0,56990,2,0,0,0,0,1,0,0
5,1,2,3,1,1,2,2,4,2,1,60990,3,131,17,0,1,1,0,0
5,1,2,5,1,1,3,0,4,0,1,82990,2,0,0,1,1,0,0,1
1,1,1,5,1,5,3,0,1,0,1,51990,3,6,2,1,1,1,0,0
1,1,2,5,1,5,3,0,4,0,1,99990,3,35,6,1,0,1,0,0
1,1,3,5,2,1,4,0,4,3,1,131500,2,0,0,0,0,1,0,0
1,1,2,5,1,1,3,0,4,0,1,53190,3,11,0,0,1,1,0,0
1,1,2,5,2,1,3,0,4,2,1,73490,3,213,45,0,0,1,0,0
1,1,0,5,0,1,0,1,4,0,0,22990,2,0,0,0,0,1,0,0
4,1,2,5,1,1,3,0,4,2,1,77990,2,0,0,0,1,0,1,0
0,2,5,4,1,1,2,0,3,0,1,112990,3,640,70,0,0,1,0,0
5,1,2,5,1,1,3,0,4,2,0,60990,2,14,6,0,0,0,1,0
5,1,2,5,2,1,3,0,4,1,1,70990,3,67,4,0,1,1,0,0
1,1,1,5,1,1,0,2,4,0,1,38680,2,17,1,0,0,1,0,0
1,0,10,5,0,1,4,0,1,3,0,138990,2,0,0,0,0,1,0,0
4,0,7,5,1,1,3,0,4,0,0,43490,3,163,33,0,0,0,0,1
2,1,3,2,1,1,2,0,4,0,0,73990,2,0,0,0,0,0,0,1
1,0,10,5,0,5,4,0,4,2,1,124990,4,3,0,1,1,1,0,0
6,1,3,4,2,1,3,0,4,2,1,109990,3,138,30,0,0,1,0,0
4,1,2,5,1,1,3,0,4,0,1,58340,3,69,6,0,1,0,0,1
1,1,3,4,2,3,4,0,4,0,0,165990,2,0,0,0,0,1,0,0
1,1,3,5,2,1,4,0,1,3,1,157249,3,7,0,0,0,1,0,0
1,0,8,5,1,1,3,0,4,0,1,62450,3,172,36,1,1,1,0,0
1,1,0,5,0,4,0,1,1,0,0,17990,2,1180,148,0,0,1,0,0
4,0,9,5,0,1,4,0,4,4,1,159990,3,17,2,0,0,1,0,0
3,0,8,5,0,1,3,0,4,3,0,76190,3,358,64,0,0,1,0,0
7,1,2,5,2,1,2,2,4,0,0,62490,2,8,0,0,0,1,0,0
5,0,8,5,1,1,3,0,4,2,0,69990,3,9,0,0,0,1,0,0
1,1,3,2,2,3,3,0,4,0,1,85990,3,18,0,0,0,0,0,1
6,1,1,4,0,1,2,0,4,0,0,38990,3,53,11,0,0,0,0,1
3,1,2,5,1,1,2,2,4,1,0,71695,3,153,16,0,0,1,0,0
1,1,3,5,2,5,4,0,4,0,1,119990,3,8,1,1,0,1,0,0
1,0,9,5,2,1,3,0,4,2,0,82990,3,1067,145,0,0,0,1,0
4,1,2,5,1,5,3,0,4,0,0,97990,4,3,1,1,0,1,0,0
1,1,0,5,0,1,0,2,4,0,1,23990,2,15279,1947,0,0,1,0,0
5,1,2,4,1,1,3,0,4,0,2,147000,2,0,0,0,0,0,0,1
4,1,2,5,1,1,2,2,4,2,1,71990,3,127,20,0,1,0,1,0
1,1,1,5,1,1,0,2,1,0,0,41500,2,4,0,0,0,1,0,0
3,1,2,5,1,1,3,0,4,1,1,79990,3,23,2,1,1,1,0,0
4,1,0,5,0,1,0,1,4,0,0,27990,2,596,65,0,0,1,0,0
3,1,2,5,1,1,3,0,4,0,1,78900,2,16,1,1,1,1,0,0
5,1,2,5,1,1,4,0,4,0,1,64990,2,4,0,0,1,0,0,1
1,1,3,5,1,1,3,0,4,0,1,77990,3,21,5,0,1,1,0,0
1,1,2,2,1,1,3,0,4,0,1,53690,3,19,3,0,0,0,0,1
3,0,9,5,0,1,3,0,4,0,1,89570,2,0,0,1,1,1,0,0
3,1,2,5,1,1,3,0,4,1,0,61990,3,35,4,0,0,0,0,1
4,0,7,5,1,1,2,2,4,0,1,41999,3,3524,432,0,1,1,0,0
1,1,1,4,1,1,0,2,4,0,1,32890,2,28,4,0,0,1,0,0
3,0,8,5,1,1,2,0,4,0,1,44490,3,14,1,0,0,0,0,1
6,1,1,5,1,1,3,0,4,0,0,48990,3,17,3,0,0,0,0,1
3,1,2,4,1,1,3,0,4,0,1,79500,3,10,1,0,1,0,0,1
4,1,1,5,1,1,3,0,4,0,1,42990,3,158,18,0,1,0,0,1
3,1,2,5,1,1,2,2,4,0,1,54990,2,353,28,0,1,0,0,1
4,1,2,5,1,1,3,0,4,1,1,76990,3,14,2,1,1,1,0,0
5,1,2,5,1,1,2,0,4,0,1,61999,1,4,0,0,1,1,0,0
1,1,2,5,1,1,2,2,4,0,1,64990,2,0,0,0,0,1,0,0
1,1,1,5,0,1,3,0,4,0,1,44890,2,7,0,0,0,1,0,0
0,2,5,4,2,1,3,0,3,0,1,225990,3,42,8,0,0,1,0,0
1,1,0,5,0,1,2,0,4,0,0,29890,3,7,0,0,0,1,0,0
5,0,8,5,0,5,3,0,4,0,2,74798,2,0,0,1,1,0,0,1
5,1,1,5,0,1,2,0,4,0,0,39998,3,10,1,0,0,1,0,0
4,1,1,5,1,1,3,0,4,0,0,44990,2,0,0,0,0,0,0,1
5,1,2,5,1,1,3,0,4,0,2,64990,3,48,12,1,1,1,0,0
6,1,2,4,1,4,0,1,0,4,0,179990,3,24,5,0,0,1,0,0
1,1,1,5,1,1,3,0,4,0,1,41990,2,0,0,0,1,0,0,1
